# Contrast1,Contrast2,Contrast3,Contrast4,homogeneity1,homogeneity2,homogeneity3,homogeneity4,energy1,energy2,energy3,energy4,correlation1,correlation2,correlation3,correlation4,entropy1,entropy2,entropy3,entropy4
9.565819,14.380695,5.141550,13.388381,0.699147,0.615447,0.699438,0.613077,0.133254,0.116300,0.134775,0.115886,0.975820,0.963512,0.986975,0.966030,0.000000,0.000000,0.000000,0.000000
8.896879,19.798346,9.804472,15.613175,0.715844,0.632839,0.713876,0.633217,0.149392,0.130140,0.150380,0.130191,0.982237,0.960393,0.980390,0.968765,0.000000,0.000000,0.000000,0.000000
27.183255,39.395844,14.932559,40.589250,0.658428,0.576934,0.665080,0.575711,0.126825,0.110422,0.128757,0.110232,0.938282,0.910154,0.966237,0.907431,0.000000,0.000000,0.000000,0.000000
18.572055,24.997408,7.407867,24.601519,0.718357,0.644427,0.729477,0.642141,0.152375,0.135006,0.156679,0.134417,0.964154,0.951504,0.985806,0.952272,1.500000,0.000000,0.000000,0.000000
36.425187,52.874381,21.531933,57.156568,0.671447,0.592821,0.678642,0.593394,0.173728,0.150961,0.175810,0.151140,0.904090,0.860432,0.943418,0.849127,0.000000,0.000000,0.000000,0.000000
7.637448,10.995771,3.753518,10.517204,0.714888,0.637336,0.719372,0.632843,0.149577,0.131169,0.151335,0.130036,0.976576,0.966232,0.988475,0.967702,0.000000,0.000000,0.000000,0.000000
16.798596,31.348180,12.771620,22.755042,0.538931,0.474428,0.535623,0.469662,0.085506,0.077403,0.085093,0.076721,0.950691,0.906613,0.962019,0.932211,0.000000,0.000000,0.000000,0.000000
32.517159,60.994493,20.931858,37.290347,0.519142,0.455784,0.514950,0.454792,0.085540,0.077440,0.084841,0.077195,0.909587,0.829423,0.941923,0.895715,0.811278,0.811278,0.811278,0.000000
18.091926,25.363886,9.817739,28.026561,0.697105,0.618542,0.701158,0.618841,0.152346,0.133380,0.154417,0.133549,0.977545,0.968488,0.987809,0.965180,1.500000,2.000000,2.000000,1.500000
10.121480,16.180656,5.477772,13.244548,0.710463,0.627635,0.713362,0.628135,0.156432,0.135992,0.158097,0.136169,0.973690,0.957559,0.985630,0.965261,0.000000,0.000000,0.000000,0.000000
13.357569,23.170972,8.077343,17.399068,0.694963,0.612492,0.695473,0.612856,0.145205,0.127117,0.147079,0.127202,0.986839,0.977160,0.992038,0.982849,0.000000,0.000000,0.000000,0.000000
30.279399,42.620055,19.134436,51.647207,0.671960,0.596596,0.677681,0.595163,0.170662,0.149632,0.172674,0.149316,0.902356,0.862565,0.938286,0.833456,0.000000,0.000000,0.000000,0.000000
21.297610,35.827903,13.755939,30.696214,0.688896,0.613755,0.697307,0.614246,0.169496,0.148786,0.172509,0.148636,0.899282,0.830541,0.934962,0.854813,0.000000,0.000000,0.000000,0.000000
13.460269,20.378367,8.050103,20.789607,0.726047,0.651508,0.733051,0.648461,0.195132,0.171788,0.197848,0.170791,0.932651,0.897880,0.959737,0.895819,0.000000,0.000000,0.000000,0.000000
12.926163,24.138173,8.773369,17.099471,0.742722,0.667409,0.745928,0.666751,0.185950,0.162887,0.187564,0.162371,0.956126,0.917939,0.970270,0.941868,0.000000,0.000000,0.000000,0.000000
16.870801,28.793771,9.163022,21.427876,0.726477,0.652479,0.734139,0.653301,0.176536,0.156266,0.179283,0.156355,0.971948,0.951947,0.984711,0.964240,0.000000,0.000000,0.000000,0.000000
17.316027,26.757358,8.107272,21.773013,0.705313,0.625150,0.707637,0.621697,0.142933,0.125356,0.144862,0.124501,0.967940,0.950395,0.984984,0.959635,0.000000,0.000000,0.000000,0.000000
10.536414,22.829676,10.252786,16.263977,0.701373,0.617112,0.694784,0.615818,0.137277,0.119544,0.137059,0.119122,0.981370,0.959609,0.981859,0.971225,0.000000,0.000000,0.000000,0.000000
34.147198,51.609784,29.163853,65.319248,0.482228,0.422286,0.480500,0.419084,0.085773,0.078089,0.085591,0.077654,0.928427,0.891329,0.938956,0.862462,0.000000,0.000000,0.000000,0.000000
11.704360,16.705265,5.647027,16.352283,0.749419,0.678704,0.756554,0.675998,0.194955,0.173246,0.197653,0.172428,0.943663,0.919508,0.973081,0.921209,0.000000,0.000000,0.000000,0.000000
25.953525,43.036731,21.203072,47.174441,0.656297,0.571820,0.659658,0.572512,0.149751,0.129343,0.151169,0.129655,0.943710,0.906453,0.953996,0.897459,0.000000,0.000000,0.000000,0.000000
10.790707,21.772052,7.851675,13.530898,0.680021,0.595798,0.684761,0.597481,0.155248,0.134952,0.157104,0.134923,0.982337,0.964233,0.987105,0.977771,0.000000,0.000000,0.000000,0.000000
22.948750,39.134291,16.662774,36.790708,0.710596,0.635313,0.714621,0.635071,0.173853,0.153082,0.176109,0.153127,0.947958,0.910917,0.962065,0.916252,0.000000,0.000000,0.000000,0.000000
19.092465,35.137489,12.495958,24.963900,0.676162,0.591371,0.683970,0.595532,0.156019,0.134799,0.157850,0.135554,0.963253,0.932218,0.976060,0.951843,0.000000,0.000000,0.000000,0.000000
14.659836,24.381599,10.897898,24.203565,0.703966,0.619931,0.708076,0.623608,0.178039,0.153547,0.179007,0.154526,0.932369,0.887552,0.949734,0.888373,0.000000,0.000000,0.000000,0.000000
19.183309,34.806460,8.792293,18.805709,0.721955,0.649995,0.732928,0.653249,0.176066,0.156436,0.179418,0.156707,0.949923,0.909062,0.977032,0.950866,0.000000,0.000000,0.000000,0.000000
9.301963,26.195885,9.172775,8.352081,0.716670,0.635501,0.714451,0.640540,0.145611,0.127985,0.147451,0.128435,0.984143,0.955235,0.984330,0.985727,0.000000,0.000000,0.000000,0.000000
16.216548,26.990142,7.763657,18.823031,0.691364,0.615514,0.701808,0.614720,0.127964,0.112482,0.131811,0.112142,0.954583,0.924103,0.978202,0.947069,2.000000,1.500000,1.500000,0.000000
