# Contrast1,Contrast2,Contrast3,Contrast4,homogeneity1,homogeneity2,homogeneity3,homogeneity4,energy1,energy2,energy3,energy4,correlation1,correlation2,correlation3,correlation4,entropy1,entropy2,entropy3,entropy4
33.017047,43.752298,25.369050,67.157233,0.939241,0.919421,0.953252,0.876315,0.838095,0.797812,0.829238,0.792452,4.260463,4.432341,4.283899,4.466770,0.218162,0.204616,0.214883,0.203548
16.175935,26.575286,10.612909,24.532893,0.937843,0.897484,0.959045,0.905363,0.887169,0.849763,0.879620,0.850230,3.773585,3.941590,3.795912,3.937494,0.244046,0.231964,0.241677,0.232073
14.992936,25.663365,8.610901,19.528817,0.950679,0.915367,0.971597,0.935598,0.850883,0.799807,0.843240,0.801796,4.412890,4.623572,4.426060,4.604387,0.170926,0.157418,0.167762,0.157623
23.484022,35.830451,17.019557,41.378938,0.937907,0.905225,0.954972,0.890548,0.875151,0.834856,0.870610,0.834384,4.138525,4.310678,4.149499,4.314256,0.197945,0.185943,0.196560,0.185856
7.956971,17.486709,7.141084,11.240315,0.976852,0.949053,0.979206,0.967255,0.861138,0.817583,0.861820,0.817785,3.764833,3.925671,3.748663,3.924577,0.229722,0.213904,0.230922,0.213085
8.553681,17.672560,7.762577,13.474495,0.977201,0.952736,0.979239,0.963963,0.858664,0.811244,0.856620,0.813410,3.953898,4.130922,3.954200,4.121321,0.205786,0.190743,0.206817,0.190810
16.448178,24.007448,7.678327,22.264063,0.909736,0.868318,0.957947,0.877884,0.824783,0.777015,0.834361,0.780426,3.523020,3.694396,3.474491,3.678227,0.254044,0.232253,0.257385,0.233301
15.832660,27.358207,9.756785,21.280575,0.933827,0.885566,0.959181,0.910987,0.814923,0.760272,0.815869,0.763338,3.999807,4.193280,3.985347,4.177857,0.202469,0.183568,0.203159,0.184187
24.832644,48.133116,22.691871,42.782789,0.927914,0.860219,0.934065,0.875756,0.818143,0.766296,0.814398,0.768786,3.846064,4.048832,3.856934,4.037113,0.237841,0.217738,0.237521,0.218439
9.890005,17.984490,5.091218,10.357878,0.917143,0.849370,0.957351,0.913249,0.851047,0.810010,0.863054,0.811226,3.441184,3.594181,3.387136,3.580431,0.246120,0.227862,0.251724,0.227887
11.889809,21.955802,8.280842,16.802130,0.966838,0.937528,0.976945,0.951569,0.870964,0.841402,0.876162,0.837096,4.289922,4.425239,4.252599,4.434329,0.165251,0.155989,0.166338,0.154249
20.351199,35.989794,10.434538,22.837105,0.943727,0.900419,0.971120,0.936811,0.824335,0.776646,0.832550,0.781165,3.940093,4.113046,3.890732,4.090518,0.217537,0.200084,0.221113,0.200738
8.970275,15.664559,5.400759,11.839715,0.966830,0.941419,0.979834,0.955737,0.864195,0.819247,0.866415,0.821259,3.774915,3.938652,3.752655,3.932248,0.225516,0.209607,0.227448,0.209539
12.366288,25.258477,8.945060,15.079906,0.956023,0.910087,0.968163,0.946318,0.801182,0.739918,0.800404,0.741313,4.146053,4.357009,4.142072,4.341801,0.173708,0.156172,0.174496,0.156206
16.143568,28.974362,9.211662,19.467727,0.911703,0.840563,0.949308,0.892884,0.820345,0.769902,0.825647,0.773675,3.785437,3.973394,3.755997,3.949709,0.217183,0.197926,0.218840,0.198643
16.222754,25.568485,9.712248,23.751175,0.929984,0.889543,0.958030,0.897393,0.833860,0.787903,0.835169,0.787120,3.758781,3.927541,3.739359,3.929585,0.237197,0.218365,0.237467,0.218012
10.112823,17.635896,6.852587,14.885424,0.942596,0.898437,0.960773,0.914170,0.831640,0.780243,0.833707,0.780257,3.695719,3.876684,3.677973,3.875683,0.232592,0.212427,0.233967,0.211852
4.664625,10.479421,3.963754,5.969983,0.989652,0.976630,0.991190,0.986683,0.848440,0.796006,0.846644,0.798951,4.048733,4.236370,4.049131,4.219008,0.210340,0.193152,0.211018,0.192980
14.642752,31.907461,10.734874,16.084640,0.930312,0.847593,0.948710,0.923172,0.798053,0.738458,0.797569,0.745429,3.933997,4.152553,3.923892,4.107933,0.213543,0.192498,0.214298,0.193593
22.290323,35.211303,7.734163,22.437435,0.942085,0.908440,0.979925,0.941660,0.805194,0.751423,0.814102,0.756621,4.293383,4.478212,4.225825,4.450689,0.176899,0.160735,0.179954,0.161594
